id,name,latitude,longitude,owner's name
1011,New Allisonhaven,44.6202,-124.052,Melissa Smith
1012,Christophershire,51.4421,4.9232,Crystal Nguyen
1013,Powellstad,37.2869,-121.946,Jose Moyer
1014,Lake Blake,45.5118,-122.659,Scott Hill
1015,Castilloton,37.9871,-122.589,Brian Bishop
1016,Lake Edwardport,43.3178,-88.379,Steven Valdez
1017,Barberfort,38.647,-90.225,Jennifer Jackson
1018,New Johnshire,32.789,-96.7989,Kathleen Perez
1019,North Darren,44.0291,-88.1629,Pamela Keith
1020,Bennettport,39.939,-77.6566,Susan Bryant
1021,Melissa Mcpherson,38.5731,-121.481,Kevin Jones
1022,Lake Brandiview,47.6855,9.208,Jessica Pope
1023,Lake Tracyberg,44.8902,-92.6378,Christopher Sanchez
1024,South Roberthaven,49.1482,-122.862,James Ingram
1025,Dudleyborough,38.4418,-122.712,Corey Richardson
1026,Christopherburgh,41.3879,2.1699,Natalie Gallagher
1027,Ashley Richardson,51.4736,-3.179,Gabriel Moran
1028,Lake Johnstad,12.9683,77.657,John Matthews
1029,East Elizabethburgh,38.6191,-121.4,Annette White
1030,Sarahland,29.8123,-95.4675,Erik Parker
1031,Port Richard,38.633,-90.21,Brenda Garcia
1032,Zachary Gardner,28.1646,-82.7717,James Fox
1033,Adamsville,59.3014,24.6679,Sarah Beasley
1034,Jamesburgh,29.4241,-98.4936,Carmen Wiggins
1035,North Michael,52.7069,-2.787,Tina Taylor
1036,South Gavinfort,40.7626,-111.895,John Rios
1037,Gomezhaven,21.3069,-157.858,Jacqueline Daniels
1038,Sheltonport,53.8834,-1.2625,Sarah Simpson
1039,North Johnstad,32.7922,-117.099,William Clark
1040,Courtneystad,33.1345,-117.191,Evan Jones
1041,Kimstad,14.5833,120.967,Andrew Chapman
1042,North Jeffreyton,44.2929,-90.8511,James Diaz
1043,Thomastown,39.7557,-104.993,Darryl Evans
1044,Lozanohaven,44.8007,-106.956,Ryan Williams
1045,Lake Meganfort,34.4166,-119.696,Bethany Allen
1046,Port Laurenchester,36.9741,-122.031,Tara Moore
1047,Johnsonshire,35.5966,-106.052,Leah Chase
1048,Lake Christina,38.4405,-122.714,Tyler Hopkins
1049,Terrybury,52.5435,-2.1156,Sarah Powell
1050,West Baileyshire,45.4207,-122.671,Aaron Odonnell
1052,North Jenniferview,-34.1855,150.607,Joseph Li
1053,Burkeshire,50.0224,10.83,Whitney Rogers
1054,East Linda,47.9904,13.9238,Anthony Pruitt
1055,Hillstad,47.4097,9.7514,Mary Johnson
1056,North Toddborough,32.803,-96.7699,Chelsea Jones
1057,East Ryanberg,37.9669,-121.783,Renee Atkinson
